User Input,Mapped Function,Model Output,Latency (s)
Can I see a saliency map?,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.89
Display the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Can you be more specific?'}],1.13
I want to check the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.85
Generate a saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map or 3D Saliency plot?'}],1.83
Provide the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.83
Can you plot the saliency map?,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map?'}],0.75
Give me a saliency map visualization.,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map?'}],0.85
I need a saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Can you be more specific?'}],0.84
Show saliency visualization.,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map?'}],0.81
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.6
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}",[{'text': 'Which topographic saliency map would you like to see? Saliency map or saliency topographic map?'}],0.81
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency Topographic Map or Saliency topographic map?'}],0.74
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.78
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.79
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.76
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency topographic map?'}],0.83
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.96
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'None'}}]",0.77
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency Topographic Map?'}],0.92
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.73
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}",[{'text': 'Which saliency plot do you want to see? Can you be more specific?'}],0.97
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.74
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.69
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.59
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.78
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.95
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.88
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.79
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.81
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],12.3
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': 'Which event to render 3D plot? Please provide the event.'}],2.94
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Which event to render 3D saliency plot? Please specify the event.'}],0.79
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {}}]",0.62
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform 3D Saliency plot?'}],1.07
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}",[{'text': 'Do you want to perform 3D Saliency plot?'}],2.55
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}",[{'text': 'Do you want to perform 3D Saliency plot?'}],1.16
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[{'text': 'Do you want to perform 3D Saliency plot?'}],0.75
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],12.26
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[{'text': 'Do you want to perform Model Summary?'}],8.01
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.68
Can I see the model summary?,"{""command"": ""Model Summary""}",[{'text': 'Do you want to perform Model Summary?'}],0.72
Display the model summary,"{""command"": ""Model Summary""}","[{'text': 'The model used in training is a Convolutional Neural Network (CNN). This model is designed to automatically extract features from the EEG data and to classify the data into different categories. The model consists of a stack of convolutional layers, followed by max-pooling layers, and fully connected layers. The model is trained on a dataset of EEG data and is evaluated on a separate dataset of EEG data.'}]",1.84
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.09
Provide the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.55
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.8
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The context does not provide details about the model used, so I cannot generate the requested information from the context.'}]",0.32
Can you show me model info?,"{""command"": ""Model Summary""}",[{'text': 'Do you want to perform Model Summary?'}],0.63
What are the layers in the model?,"{""command"": ""Model Summary""}",[],12.19
I need model details.,"{""command"": ""Model Summary""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.91
