User Input,Mapped Function,Model Output,Latency (s)
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.83
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.90
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.50
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.81
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.57
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.79
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.89
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.75
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.75
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.67
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.74
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",0.83
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.59
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram or Saliency map?'}],1.45
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform Model Summary?'}],0.57
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': 'Which event to render 3D plot? Please provide the event.'}],1.83
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.89
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.64
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform 3D Saliency plot?'}],0.86
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}",[],12.67
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}",[{'text': 'Do you want to perform 3D Saliency plot?'}],2.49
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[{'text': 'Model Summary'}],2.33
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[{'text': '...'}],11.65
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[],12.44
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.92
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.79
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.79
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.16
Provide the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}, {'text': 'The model used for the training is a Convolutional Neural Network (CNN). The CNN is a deep neural network architecture that is well-suited for image classification tasks. The CNN is trained on a dataset of EEG data, and it is able to learn the relationships between the EEG signals and the corresponding behavioral outcomes. The CNN has a total of 1000 neurons, and it is divided into 32 layers. The first 16 layers of the CNN are used for feature extraction, and the last 16 layers are used for classification. The CNN is trained for 100 epochs, and it is evaluated on a validation set. The model achieves an accuracy of 95% on the validation set, which indicates that it is a good predictor of behavioral outcomes.'}]",2.19
What model was used in training?,"{""command"": ""Model Summary""}",[{'text': 'Do you want to perform Model Selection?'}],4.32
Give me details on the model used.,"{""command"": ""Model Summary""}",[],12.51
Can you show me model info?,"{""command"": ""Model Summary""}",[{'text': 'Which model info do you want to see? Model summary or model summary with details?'}],0.83
What are the layers in the model?,"{""command"": ""Model Summary""}",[],12.75
I need model details.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.70
