User Input,Mapped Function,Model Output,Latency (s)
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.07
I need a saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map?'}],0.68
Show saliency visualization.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Can you be more specific?'}],1.05
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency topographic map?'}],0.52
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.64
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.75
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.72
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}",[{'text': 'Which topographic map do you want to generate? Saliency map or saliency topographic map?'}],0.88
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency topographic map or Saliency map?'}],0.61
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.65
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.91
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.48
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}",[{'text': 'Do you want to perform Saliency topographic map?'}],0.83
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.70
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.60
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",1.08
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.96
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",1.03
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Do you want to perform Saliency spectrogram?'}],0.72
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.75
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'LH'}}]",1.01
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.55
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",1.01
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform Model Summary?'}],1.22
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform 3D Saliency plot?'}],1.22
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Do you want to perform Model Summary?'}],1.48
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",0.65
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",2.94
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}",[],12.20
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}",[{'text': 'Do you want to perform 3D Saliency plot?'}],1.56
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[{'text': 'Model Summary'}],4.10
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],12.24
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[],12.46
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",0.98
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.75
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",1.05
I want to check the model summary,"{""command"": ""Model Summary""}",[{'text': 'Do you want to perform Model Summary?'}],0.82
Provide the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.89
What model was used in training?,"{""command"": ""Model Summary""}",[{'text': 'Do you want to perform Model Selection?'}],0.74
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The context does not provide details about the model used, so I cannot generate the requested information from the context.'}]",0.32
Can you show me model info?,"{""command"": ""Model Summary""}",[{'text': 'Which model info do you want to see? Model summary or model summary with plot?'}],0.52
What are the layers in the model?,"{""command"": ""Model Summary""}",[],12.64
I need model details.,"{""command"": ""Model Summary""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.87
