User Input,Mapped Function,Model Output,Latency (s)
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.53
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.31
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.51
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.45
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.31
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.47
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.28
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.29
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.29
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.30
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.36
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.31
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.31
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.38
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': '...'}],3.68
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.19
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",0.90
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': None}}]",1.02
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.30
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': '200'}}]",0.85
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.84
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],20.13
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[],20.18
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'model_summary': 'Model summary not available in the context.'}}]",0.76
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.27
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.27
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.57
Provide the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Model Summary'}}]",5.06
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",1.10
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The model used by this software is not explicitly mentioned in the context. Therefore, I cannot provide a detailed description of the model used.'}]",0.35
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.46
What are the layers in the model?,"{""command"": ""Model Summary""}",[],20.48
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The model selection can be done based on the type of data and the research question. The software provides different algorithms for different data types, including EEG data. The user can select the most appropriate algorithm based on the data characteristics and the intended analysis.'}]",0.72
