User Input,Mapped Function,Model Output,Latency (s)
Can you output the model," ""{{""command"": ""Export Model""}}""""","[{'text': 'Hi, how can I assist you today?'}]",0.83
perform export model," ""{{""command"": ""Export Model""}}""",[{'command': 'Import Data'}],0.12
Show me the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.87
Can I see a saliency map?,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.83
Display the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",0.92
I want to check the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.65
Generate a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",1.03
Provide the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",0.69
Can you plot the saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",0.93
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",1.24
I need a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.72
Show saliency visualization.,"{""command"": ""Saliency map""}",[],1.41
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.93
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}",[],0.40
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}",[],0.60
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'None'}}]",1.05
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",1.03
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.81
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.87
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.74
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.88
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",1.08
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.86
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.76
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Saliency Spectrogram'}],0.55
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.85
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",1.12
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'image': 'path/to/image.png'}}]",0.80
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",1.08
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.87
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.64
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.99
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.83
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[],0.96
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],0.99
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.07
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.18
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",0.83
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 200}}]",0.96
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.00
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],0.68
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}","[{'command': '3D Saliency plot', 'parameters': {'event': '50'}}]",0.93
Show me the model summary.,"{""command"": ""Model Summary""}",[],1.26
Can I see the model summary?,"{""command"": ""Model Summary""}",[{'text': 'Model Summary'}],0.84
Display the model summary,"{""command"": ""Model Summary""}",[{'text': 'Model Summary'}],0.64
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.67
Provide the model summary.,"{""command"": ""Model Summary""}",[{'text': 'Model summary: ...'}],1.48
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Training Manager', 'parameters': {'model': 'ShallowConvNet'}}]",0.83
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The model selection process involves evaluating several algorithms on the training data. The model with the highest validation accuracy is chosen for training. The specific model details, such as architecture, hyperparameters, and training parameters, are then saved for future use.'}]",0.54
Can you show me model info?,"{""command"": ""Model Summary""}",[{'text': 'Model Summary'}],0.73
What are the layers in the model?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.59
I need model details.,"{""command"": ""Model Summary""}","[{'text': '...""}'}]",0.26
