User Input,Mapped Function,Model Output,Latency (s)
show me the confusion," ""{{""command"": ""Confusion matrix""}}""","[{'text': ""The confusion matrix shows the number of correctly and incorrectly classified instances for each class. It can be used to evaluate the model's performance and identify areas for improvement.""}]",0.45
show confusion matrix," ""{{""command"": ""Confusion matrix""}}""",[{'text': 'Confusion matrix shows the percentage of correctly and incorrectly classified instances for each class.'}],0.75
Can you export the model.," ""{{""command"": ""Export Model""}}""",[{'text': 'I cannot provide you with the requested information. Please give me a more specific query.'}],0.95
export the model," ""{{""command"": ""Export Model""}}""",[{'command': 'Import Data'}],0.12
export model," ""{{""command"": ""Export Model""}}""",[{'text': 'Model saved successfully!'}],0.66
I want to export the model," ""{{""command"": ""Export Model""}}""","[{'command': 'Export Model', 'parameters': {'save_path': 'path/to/save/model.h5'}}]",1.75
Export the trained model," ""{{""command"": ""Export Model""}}""",[{'text': 'Training is complete. You can use the exported model to make predictions on new data.'}],0.91
Export current model," ""{{""command"": ""Export Model""}}""","[{'text': ""Thank you for your question. I'm happy to assist you.""}]",0.89
Can you export the model for me," ""{{""command"": ""Export Model""}}""","[{'text': ""I'm unable to provide you with the requested information as I am unable to access external resources or your specific EEG data. Please provide me with the necessary data or ask a more general question.""}]",1.20
Output the model," ""{{""command"": ""Export Model""}}""",[{'text': 'Accuracy: 80.00%'}],1.54
Can you output the model," ""{{""command"": ""Export Model""}}""""","[{'text': 'Hi, how can I assist you today?'}]",0.94
perform export model," ""{{""command"": ""Export Model""}}""",[{'command': 'Import Data'}],0.17
Show me the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.68
Can I see a saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.03
Display the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.77
I want to check the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.77
Generate a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",0.96
Provide the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.82
Can you plot the saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",0.94
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.75
I need a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.50
Show saliency visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",1.11
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.94
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'None'}}]",1.27
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.70
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.00
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.96
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[[{'command': 'Saliency topographic map', 'parameters': {'event': 'None'}}], [{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]]",0.98
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.91
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",0.76
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.46
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}]",1.08
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.60
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.70
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'Saliency Spectrogram:'}],0.64
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.88
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",0.79
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",0.72
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.94
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.88
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.66
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",0.95
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.67
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': 'Which model summary do you want to see? Model Summary or clean plots?'}],2.74
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",5.82
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.11
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.02
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",0.99
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 200}}]",0.96
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.52
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],10.13
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 50}}]",0.97
Show me the model summary.,"{""command"": ""Model Summary""}","[[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}], [{'command': 'Model summary', 'parameters': {}}]]",0.68
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'text': ""Sure, here's the model summary: ...""}]",3.24
Display the model summary,"{""command"": ""Model Summary""}",[{'text': 'Model Summary'}],2.81
I want to check the model summary,"{""command"": ""Model Summary""}","[{'text': 'The software allows you to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",0.71
Provide the model summary.,"{""command"": ""Model Summary""}","[{'text': 'The model summary includes the following information: Accuracy: ..., AUC: ..., Kappa Value: ...'}]",1.25
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}]",0.83
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The model used by this software is not explicitly specified in this context. Therefore, I cannot provide details about the model used.'}]",0.35
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Model summary', 'parameters': {}}]",2.46
What are the layers in the model?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.69
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The software provides various pre-trained models for different tasks, including classification, regression, and time series analysis.'}]",0.37
