User Input,Mapped Function,Model Output,Latency (s)
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.91
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.28
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.99
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.89
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",0.92
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",1.05
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.77
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.09
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.96
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.05
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.69
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.67
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",1.30
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.53
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.65
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",1.10
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.72
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.81
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.71
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.81
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.10
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[],20.40
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.48
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",0.93
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.18
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",2.87
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': '200'}}]",0.74
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[],20.40
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],20.17
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[],20.88
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.74
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",0.90
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.81
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.03
Provide the model summary.,"{""command"": ""Model Summary""}",[],20.23
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",1.28
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The specific model used is not provided in the context, so I cannot generate the requested information.'}]",0.32
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.97
What are the layers in the model?,"{""command"": ""Model Summary""}",[],21.15
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The model selection can be done based on the type of data, the research question, and the desired accuracy. The software provides several parameters that can be tuned to achieve the best results, including the number of epochs, the learning rate, and the batch size.'}]",0.70
