User Input,Mapped Function,Model Output,Latency (s)
Show saliency visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",0.83
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.20
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.56
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.19
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.72
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.02
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",1.09
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[[{'command': 'Saliency topographic map', 'parameters': {'event': None}}], [{'command': '3D Saliency plot', 'parameters': {}}]]",1.34
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.85
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.82
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.54
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.56
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.57
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.91
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.78
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.61
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.61
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.85
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.83
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.67
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",1.26
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],20.08
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': None}}]",6.87
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {}}]",1.61
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.89
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {}}]",1.84
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.29
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': '200'}}]",0.99
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.74
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],20.31
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}","[{'command': '3D Saliency plot', 'parameters': {'event': '50'}}]",0.87
Show me the model summary.,"{""command"": ""Model Summary""}","[[{'command': 'Model Summary', 'parameters': {}}], [{'command': 'Export Model', 'parameters': {'type': 'Model Summary'}}]]",2.36
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",0.85
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",1.22
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.02
Provide the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.84
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",1.16
Give me details on the model used.,"{""command"": ""Model Summary""}",[{'text': '2D Convolutional Neural Network. It is a type of deep learning algorithm that is commonly used for EEG data analysis. It is a supervised learning algorithm that is trained to classify EEG signals into different categories.'}],0.76
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {}}]",0.59
What are the layers in the model?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",9.64
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The model selection depends on the specific data and the intended application. This software offers various pre-trained models for different tasks, including brain activity classification, resting-state analysis, and cognitive psychology. You can also train your own model from scratch using the provided training tools and settings.'}]",0.62
