User Input,Mapped Function,Model Output,Latency (s)
Provide the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",0.82
Can you plot the saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.65
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.73
I need a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.58
Show saliency visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.68
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.00
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.02
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.86
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.86
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",0.78
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",1.09
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.73
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency Topographic Map', 'parameters': {}}]",0.95
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.63
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.96
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.66
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.58
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.94
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.54
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.72
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.63
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.65
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.61
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.62
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.59
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],12.42
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[],12.41
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[],12.71
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'None'}}]",1.01
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {}}]",3.87
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.58
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 200}}]",0.82
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",3.59
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[],12.21
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[],12.37
Show me the model summary.,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.85
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.77
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Accuracy (%)'}}]",0.89
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.03
Provide the model summary.,"{""command"": ""Model Summary""}","[{'text': 'The model summary will provide a visual overview of the trained model, including the model architecture, hyperparameters, and selected features.'}]",5.08
What model was used in training?,"{""command"": ""Model Summary""}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.93
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The model used by this software is not specified in the context, so I cannot provide details on the model used.'}]",0.40
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.87
What are the layers in the model?,"{""command"": ""Model Summary""}",[],12.36
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The model selection step involves choosing the most suitable model based on the data characteristics and the problem at hand. The training settings, such as epochs, learning rate, batch size, and validation set size, are also adjusted to optimize the model performance.'}]",0.58
