User Input,Mapped Function,Model Output,Latency (s)
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}",[{'command': 'Import Data'}],0.17
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}",[{'command': 'Import Data'}],0.19
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'text': ""I'm not able to display the saliency topo map, as I do not have the necessary information about the event labels.""}]",1.35
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}",[{'command': 'Import Data'}],0.18
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",0.95
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'text': 'Sure, here is the topographic saliency map.'}]",1.32
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}",[{'command': 'Import Data'}],0.19
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency Topographic Map', 'parameters': {'amplitude_threshold': 5, 'channel': 34, 'time': 88}}]",3.48
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'text': 'Sure, here is a saliency topographic map of the brain.'}]",3.44
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.16
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.80
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}",[{'command': 'Import Data'}],2.27
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'text': 'The following figure shows the saliency spectrogram of the EEG data. The color intensity represents the magnitude of the saliency map, and the location of the peaks represents the location of the most significant features in the data.'}]",3.94
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}",[{'command': 'Import Data'}],8.05
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}",[{'text': 'The following is an example of a saliency spectrogram generated by the software.'}],4.38
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'text': ""I'm sorry, I cannot provide the saliency spectrogram. The saliency map requires an event label, which is not provided in this context.""}]",2.32
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency Spectrogram', 'parameters': {'channel': 0, 'frequency_range': 'low', 'time_range': 'fixed'}}]",3.05
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",5.42
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",11.74
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}",[{'command': 'Import Data'}],2.65
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'command': 'Import Data'}],4.67
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'command': 'Import Data'}],2.67
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'command': 'Import Data'}],0.90
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'text': ""I'm not able to provide 3D saliency plot, as I do not have the necessary information about the 3D saliency plot.""}]",1.63
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': None}}]",5.19
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",3.87
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}","[{'command': '3D Saliency Plot', 'parameters': {'event_index': 200}}]",1.54
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[{'command': 'Import Data'}],0.80
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[{'command': 'Import Data'}],4.89
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[{'command': 'Import Data'}],4.55
Show me the model summary.,"{""command"": ""Model Summary""}","[[{'command': 'Model Summary', 'parameters': {}}], [{'command': 'Export Model', 'parameters': {'model_name': 'Model Name'}}]]",4.97
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.97
Display the model summary,"{""command"": ""Model Summary""}","[{'text': ""I'm not able to provide model summaries, but I can provide the model weights if you need them.""}]",2.14
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Training Manager', 'parameters': {'plot': 'model summary'}}]",1.86
Provide the model summary.,"{""command"": ""Model Summary""}",[{'command': 'Import Data'}],0.79
What model was used in training?,"{""command"": ""Model Summary""}",[{'command': 'Import Data'}],0.51
Give me details on the model used.,"{""command"": ""Model Summary""}",[{'command': 'Import Data'}],0.77
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",1.12
What are the layers in the model?,"{""command"": ""Model Summary""}",[{'command': 'Import Data'}],1.30
I need model details.,"{""command"": ""Model Summary""}","[{'command': 'Filtering', 'parameters': {'h_freq': 40.0, 'l_freq': 0.5}}]",1.72
