User Input,Mapped Function,Model Output,Latency (s)
Display the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.78
I want to check the saliency spectrogram,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.59
Generate a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.68
Provide the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.65
Can you plot the saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.54
Give me a saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.66
I need a saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.63
Show saliency spectrogram visualization.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {'event': None}}]",0.85
Show me a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Error 500'}],1.27
Can I see a 3D saliency plot?,"{""command"": ""3D Saliency plot""}",[{'text': 'Error 500'}],0.87
Display the 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Error 500'}],1.23
I want to check the 3D saliency plot.,"{""command"": ""3D Saliency plot""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.15
Generate a 3D saliency plot.,"{""command"": ""3D Saliency plot""}",[{'text': 'Error 500'}],0.73
Show me a 3D saliency plot for event RH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",0.90
I need a 3D saliency plot for event 200.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""200""}}",[{'text': 'Error 500'}],0.86
Plot a 3D saliency map for event LH.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}",[{'text': 'Error 500'}],0.61
Give me a 3D saliency plot visualization.,"{""command"": ""3D Saliency plot""}",[{'text': 'Error 500'}],0.45
Show me a 3D saliency plot of event 50.,"{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""50""}}",[{'text': 'Error 500'}],0.94
Show me the model summary.,"{""command"": ""Model Summary""}",[{'text': 'Error 500'}],0.81
Can I see the model summary?,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.72
Display the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {}}]",0.76
I want to check the model summary,"{""command"": ""Model Summary""}","[{'command': 'Model Summary', 'parameters': {'type': 'Model Summary'}}]",0.99
Provide the model summary.,"{""command"": ""Model Summary""}",[{'text': 'Error 500'}],0.91
What model was used in training?,"{""command"": ""Model Summary""}",[{'text': 'Error 500'}],1.04
Give me details on the model used.,"{""command"": ""Model Summary""}","[{'text': 'The model used by the software is not specified in this context, so I cannot provide details on the model used.'}]",0.34
Can you show me model info?,"{""command"": ""Model Summary""}","[{'command': 'Export Model', 'parameters': {'model_output_path': 'path/to/model.h5'}}]",0.98
What are the layers in the model?,"{""command"": ""Model Summary""}",[{'text': 'Error 500'}],0.81
I need model details.,"{""command"": ""Model Summary""}","[{'text': 'The model selection process involves choosing the most suitable model based on the data characteristics and problem domain. This can be achieved using various metrics such as accuracy, loss, AUC, and Kappa value.'}]",0.56
